"Rather than chasing lower pricing, we decided to stack some of our legacy rigs and move high-spec rigs to other market",-1.0
"Once again, we surveyed our top 20 Lower 48 customers",0.0
The surveyed clients account for approximately 41% of the total Lower 48 industry rig count at year-end and 71% of Nabors' rig count,-1.0
"
On balance, the participants indicated a flat outlook for 2020",0.0
"I would remind you that these conclusions are those of this customer group, which may not be representative of the full market",-0.1
"As I mentioned earlier, our Lower 48 rig count has held up quite well in spite of current industry conditions",-1.0
"At this point, our working fleet in the Lower 48 is overwhelmingly high-spec",-0.1
These rigs comprise 98% of our working rig count,-1.0
"Looking at it another way, rigs working in the predominantly oil basins, Permian, Eagle Ford and Bakken, comprise about 87% of our count",-0.9
The market for high-spec rigs in the oily plays comprises the strongest segment of the Lower 48,-0.9
"

Our solid presence there and strong customer mix explain our high utilization and resilient financial results",0.7
"Across the industry, high spec rig pricing has moderated somewhat",-1.0
Contractors have begun adjusting to the recent market trends and the significant pricing disparities between basins,0.0
"
This trend varies a great deal depending on the market",1.0
We continue to hold the line on pricing,0.0
"With our focus on the delivery of value and performance to our customers, we are confident we will retain our leadership position",1.0
"In our International markets, industry rig activity was stable in 2019",0.8
Pricing in these markets is firm with pockets of strength,0.8
We have already deployed additional rigs not present in our fourth quarter rig count and should deploy at least one more as we head into the second quarter,-1.0
"
We continue to pursue multiple opportunities for additional high-spec rigs in several markets",-0.8
"In the other segments, we see growing interest in our advanced technologies and Drilling Solutions",0.6
The adoption of our innovative products and services continues to increase and inquiry levels remain high,0.0
"Now, let me comment in more detail on our segment highlights",0.2
"
Full year consolidated adjusted EBITDA of $805 million was up 6% versus the prior year",-0.1
"For the fourth quarter, EBITDA of $203 million as we expected was just below the prior quarter",-0.1
"Among our segments, we saw the strongest sequential adjusted EBITDA growth in Canada",0.8
Our rig count there grew by almost five rigs or 60% as seasonal demand improved,0.7
"
Drilling Solutions adjusted EBITDA increased sequentially by 6% to $24",0.0
8 million,0.0
This improvement primarily reflects higher margins than tubular running services,0.6
International adjusted EBITDA increased by $1 million to $96,0.0
2 million,0.0
"Improvements in Latin America and the Middle East, drove the growth",1.0
These improvements more than offset a reduction in amortizing revenue of approximately $10 million following the expiration and subsequent renewal of number of contracts with material upfront payment,0.2
"
Adjusted EBITDA in US drilling declined by $8 million or 6%",-0.1
This was mainly due to the 10% reduction in quarterly average rig count in the Lower 48,-1.0
"In Rig Technologies, segment results declined due to lower shipments in Canrig",-1.0
We achieved some notable highlights during the quarter,0.7
"First, we took significant steps to improve our debt profile",-0.7
"In December, we amended the revolver and now have covenants more to think with our business",0.1
"More recently, we raised $1 billion at attractive terms and subsequently tendered for existing notes",0.5
"
With these transactions, we substantially extended our debt maturities",-1.0
"Second, I want to mention the performance of Nabors Drilling Solutions",0.1
"Certainly, competitors have adopted similar models to compete with our NDS strategy",0.0
"I believe, we remain the industry leader integrating additional services onto our rigs and in driving the automation of the drilling process",-0.8
"
This is demonstrated by the level of profits delivered by our NDS segment and by its continued growth trend",0.9
Our TRS value proposition is gaining share with increased profitability as we pursue our integration strategy,0.5
We have a robust set of fit for purpose downhole technologies that are still in the early stage of harvesting,1.0
"And, NDS today has the most extensive and mature performance software suite in the industry",0.3
"
ROCKit, the industry's gold standard for oscillation systems to reduce friction and increased ROP saw its share increase driven by third-party jobs",0.0
This asset light segment outperformed both Nabors and the industry's Lower 48 rig count,-0.9
"Segment EBITDA increased, thanks to continued margin improvement in casing running",1.0
"Penetration of software solutions, notably, Pilot and Navigator also increased",0.0
"

In a declining fourth quarter rig market, we maintained our total Pilot Navigator job count",-1.0
"Third, our daily gross margin in the Lower 48 business was essentially unchanged sequentially in the fourth quarter even as the market deteriorated",-1.0
"For the full year, daily margin in the Lower 48 exceeded $10,000 in each quarter and was up more than $2,000 versus 2018",-0.4
"
We continue to maintain pricing discipline, and to realize the value we deliver to customers",0.5
Now let me discuss our outlook by segment,0.3
"US drilling; in US drilling, for the first quarter, we believe our Lower 48 rig count should approximate the current level of activity, or slightly higher",-1.0
We expect the Lower 48 daily margins to decline by a few hundred dollars per day,-0.1
Our Alaska activity and results should improve,1.0
"
The US offshore business should be essentially in line with the fourth quarter",0.0
"International; in the International segment, we expect rig activity to increase by a couple of rigs",-1.0
"We recently deployed two offshore platform rigs in Mexico; one in late December, and one in January",-0.2
We also placed a large rig works in Kuwait and our Russia rigs will resume activity during the quarter,-1.0
"
We expect some incremental downtime in key markets to work on certification and planned maintenance activities",0.1
"All in, we expect first quarter international adjusted EBITDA of $90 million to $95 million",0.0
"Drilling Solutions; in Drilling Solutions, we expect first quarter results somewhat below the fourth quarter",0.1
"The decline in third-party rig count in the US, quarter-over-quarter, and churn of the business is driving most of the expected decline",-1.0
"For the remainder of the year, we expect continued adjusted EBITDA growth, as we harvest the technology portfolio",0.9
"
Rig Technologies; for Rig Technologies, we expect an improvement in adjusted EBITDA as the shipments of equipment in part as well as the volume of services pick up",0.7
"Annual outlook; for the full year, we are targeting the following",0.0
"First, we expect to extract increasing value from our existing asset base",0.8
This includes the deployment of idle assets and repositioning assets to higher value market,0.0
"
Second, our plan is to accelerate the monetization of our robust technology platform",0.9
We are on target to commercialize several impactful projects and expect them to generate revenue during 2020,0.0
"In addition, the trajectory for our Navigator and Pilot performance tools is steep and we expect them to contribute materially to the segment's revenue and earnings",0.2
"
Third, we target free cash flow generation of $300 million in 2020",0.8
"During 2020, we expect increased adjusted EBITDA, lower amortizing revenue, reduced capital expenditures and working capital reduction",-0.1
That concludes my remarks on the fourth quarter results and our outlook,0.0
"
At this point, I usually turn the call over to William for his discussion of the financial results",-0.1
"Before I do that, I would like to make a few remarks about a member of our team",1.0
"After 102 quarterly earnings seasons at Nabors, just part of a full career Denny Smith has announced his plan to retire in April",0.0
Denny joined Nabors in 1992,0.0
"During his tenure, his contributions have been invaluable to Nabors' operational, financial and corporate development success",0.7
Denny's career in the oilfield spans more than 40 years,0.0
"
In the early part of his oilfield tenure, he played a pivotal role in the development of the North Slope of Alaska",0.2
"While at Nabors, his responsibilities span to Alaska, the international arena and many significant projects",0.1
"You may not realize this, but most recently, Denny was the chief architect and negotiated for the SANAD joint venture in Saudi Arabia",0.1
"
For me personally, I consider him an industry oracle",0.0
Denny is well known to many of you on this call,0.9
He is widely considered the dean of Investor Relations in the OFS space,0.0
"I hope you all appreciate it as I have, his wisdom, his candor and his honestly",1.0
He has mentored innumerable successful professionals within Nabors and in the broader industry,0.1
"

Bill Conroy will be assuming the senior role in IR and Corporate Development and has big shoes to fill",0.1
Please join me in wishing Denny and Lunet many happy years in a well-earned retirement,1.0
You will be remembered and sorely missed,-1.0
"Now, I will turn over the call to William",0.1
"After his comments, I will follow with some closing remarks",0.0
"
William Restrepo
Good morning",1.0
The net loss from continuing operations attributable to Nabors of $267 million in the fourth quarter represented a loss of $0,-1.0
77 per share,0.0
"
Results from the quarter included $186 million or $0",0.0
"53 per share, in impairments and other charges",0.0
"These charges were primarily related to impairments of goodwill and other assets as well as the writedowns of receivables, reflecting increased political risk and the shutdown of certain countries",-1.0
"
The fourth quarter results compared to a loss of $123 million or $0",-0.6
37 per share in the prior quarter,0.0
Results in the third quarter included $23,0.0
2 million or $0,0.0
"06 per share, in exceptional charges related to an income tax settlement in a foreign jurisdiction and after-tax currency losses",-0.6
"
Revenue from operations for the fourth quarter was $714 million, a sequential reduction of $44 million or 5",0.0
8%,0.1
US drilling fell by $18,-0.1
3 million or 5,0.0
9% driven primarily by reduced rig count in the Lower 48,-1.0
Rig Technologies revenue decreased by $10,-0.1
5 million reflecting reductions in equipment and parts sales,0.0
Our average rig count in the Lower 48 of 97,-1.0
5 declined by just over ten rigs,-0.9
Some 1,0.1
5 rigs more than we had anticipated,0.5
"Daily rig revenue in the Lower 48 at 26,455 increased by slightly more than $500",-0.6
"
I would like to clarify that our drilling revenue per day includes only revenue strictly related to our drilling rig services business, plus certain reimbursable items rebuild to our customers",-0.8
"It does not include any of our performance software, sometimes called App, it does not include drilling automation revenue and it does not include revenue related to casing running, managed pressure drilling, and BOP testing",-0.6
All of these are included in the results of our Nabors Drilling Solutions segment,0.0
"
International drilling revenue at $332 million increased by $3",0.0
4 million primarily due to improved operational performance across several market,0.5
This improvement offset a roughly $10 million reduction in amortization of deferred revenue from advanced payments,0.2
The reduction reflects a significant number of contracts that recently concluded and were subsequently renewed by our customers,0.3
"
Canada drilling revenue at $19",0.0
4 million increased by $7,0.0
2 million,0.0
This was driven by the usual seasonal ramp-up in activity going from an average of 7,-0.1
7 rigs working in the third quarter to 12,-0.2
3 rigs in the fourth quarter,-0.1
Drilling Solutions revenue of $60,0.0
5 million declined by $1,-0.1
8 million from the previous quarter,-0.1
"
Our international activity increases were more than offset by lower rig count in the US land market",-1.0
Revenue in our Rig Technologies segment was $10,-1.0
5 million lower at $52,0.0
6 million,0.0
"The decreased revenue came primarily from lower internal sales of capital equipment, as well as falling spare parts and repairs revenue, driven by the lower US rig count",-1.0
Adjusted EBITDA for the quarter was $203 million compared to $207 million in the third quarter,-0.1
"
As we expected, a reduction in Lower 48 and Canrig activity was largely compensated by improved results in our other segments",-0.7
US Drilling adjusted EBITDA of $113,0.0
1 million was down by 6% sequentially,-0.3
"In the Lower 48, daily margins held steady closing at $10,218",0.0
"Again, I would like to point out that these margins are pure drilling rig margins without contribution from software, app, trucking between locations, casing running or other sources of revenue sometimes included in the margins of our competitors",-0.5
"

We expect daily rig margin to tail off somewhat toward the $10,000 mark in the first quarter driven by market price erosion in certain regions",-1.0
Our current rig count is 90 in the Lower 48,-1.0
Rig count for the quarter should average slightly higher than the current level,-0.1
International adjusted EBITDA increased by almost $1 million to $96,0.0
2 million in the fourth quarter,0.0
"
Despite a 0",0.0
6 rig reduction to 87,-0.7
1 average rig,-1.0
"Incremental revenue days in Mexico and Kazakhstan were more than offset by idle time between contracts in Russia, as we moved our operating rigs to a new customer",-0.6
"Nonetheless, our operational uptime in the Middle East was substantially better than the prior quarter and we continue to reduce cost in Latin America",1.0
"
These operational and cost improvements more than offset the roughly $10 million sequential reduction in amortizing revenue and the slightly lower rig count",-0.5
"International daily gross margin increased from approximately $13,700 to $14,100, bolstered by the improvements in cost and uptime performance",0.2
We currently expect International Q1 adjusted EBITDA to dip somewhat in the first quarter,0.0
We are conducting certification projects in several rigs in the Middle East which will likely result in significant planned downtime,-0.2
"
This will be partly offset by start-ups in Mexico and Kuwait as well as increased activity in Russia",0.0
"Canada, adjusted EBITDA increased by $3",0.0
8 million to $5,0.0
3 million,0.0
The rig count at 12,-0.9
3 was 4,-0.1
"6 higher and daily margin increased from $3,800 to $5,500",0.0
This increase is somewhat better than what we had predicted,1.0
"Going into Q1, we expect to continue with additional improvements in rig count and margins",-0.9
The Canadian market continues to surprise to the upside,0.3
"
Drilling Solutions posted adjusted EBITDA of $24",0.0
"8 million, up from $23",0.0
5 million in the third quarter,0.0
The adjusted EBITDA margin for this segment increased to 41% from 37,0.0
7%,0.0
"Among product lines, the largest improvement was in tubular running services as our activity continue to shift toward higher margin integrated services",0.7
"Our other NDS product lines declined modestly in the fourth quarter, driven by the lower US rig count",-1.0
"For the first quarter, we are expecting a reduction in adjusted EBITDA as the Lower 48 drilling activity continues to fall",-0.1
Rig Technologies reported an adjusted EBITDA loss of $1,-0.4
"6 million in the fourth quarter, $3",0.0
7 million below third quarter results,0.0
"
We are expecting some improvement in adjusted EBITDA in Q1 to just above breakeven",0.7
"For Nabors as a whole, for the first quarter, we would expect adjusted EBITDA in a range of $193 million to $200 million",-0.1
"Now, let me review our liquidity and cash generation",0.4
We remain busy during 2019 addressing liquidity and leverage,0.0
"As last year started, we promised our investors that we would reduce our net debt between $200 million and $250 million",-0.9
"
Although the market in the US was not quite what we expected, we reduced net debt by $220 million and closed the year with just under $2",-1.0
9 billion in net debt,-0.9
"To achieve our goal, we implemented further cuts to our overhead and capital expenditures and we reduced our DSO significantly",0.5
"In December, we amended our existing 2018 revolving credit facility",0.0
"Most significantly, this amendment replaced the previous net debt to capitalization covenant with a more suitable covenant to maintain net funded debt at less than 5",-0.9
5 times EBITDA,0.0
"
We also addressed nearly $1 billion of our near-term debt maturities",-0.9
"In early January, Nabors completed an offering at attractive rate of $600 million of senior notes due in 2026 and another $400 million due in 2028",0.3
The proceeds from this offering were used to successfully tender for more than $950 million of senior notes maturing in 2021 and 2023,0.2
"
In the fourth quarter, free cash flow was $232 million",0.9
This compares to approximately $82 million in the prior quarter,-0.1
Our cash generation in the quarter was strong in part due to seasonally low interest payments,-0.5
"In addition, we reduced our capital expenses, and benefited from strong collections",0.6
I would point out that almost all of our interest payments come in the first and third quarters,0.1
"The first quarter cash generation will reflect the interest payments, higher capex, property taxes disbursements for bonuses and other one-time costs associated with the beginning of the year",-0.1
"

Capital expenditures of $60",0.1
"6 million in the fourth quarter, fell by $26",-0.6
5 million below the level of the preceding quarter,0.0
"Capex for the full year was $424 million, somewhat higher than our target as we brought forward committed upgrades and certification from contract renewals in Argentina",-0.3
We are now targeting $350 million to $370 million in capex for 2020,0.0
"In 2020, we remained focused on generating cash flow while decreasing our leverage",0.0
We are targeting free cash flow of $300 million in 2020,0.9
"We believe this target is achievable as we will reduce our capex significantly, as compared to 2019, and in addition, our amortizing revenue is expected to decrease by $45 million versus 2019",0.3
"
These tailwinds should more than offset any potential increases in working capital",0.3
I would also like to thank Denny for his tireless efforts to help us improve Nabors,1.0
Denny is one of the best people I know,1.0
"During my time in Nabors, he has been a teacher and mentor, a source of advice, and most importantly, a friend",0.6
"
I will greatly miss his wisdom, his sense of humor and his support",1.0
"With that, I will turn the call back to Tony for his concluding remarks",-0.1
"
Tony Petrello
Thank you, William",1.0
I will now conclude my remarks this morning with the following,-0.1
I would like to say that I'm very proud of what our team accomplished during 2019 in a tough industry environment,0.9
"First, during the past several years, we have transformed our fleet in Lower 48 from predominantly legacy assets to what we believe is the most capable, modern fleet in the market",0.8
"
Our customer base recognizes the quality of our assets, the competency of our crews, our industry-leading operational performance and the value-added for our performance software and our services integration",0.1
"And, they have rewarded us with increased market share and premium pricing",1.0
We believe our utilization of high-spec rigs is the highest of our peers,-0.4
"
This has helped us outperform our competitors in this important market",1.0
We were the only major land contractor to grow average Lower 48 rig count in 2019,-1.0
"Second, our Nabors Drilling Solutions segment has continued to grow despite the steep drop in Lower 48 rig count",-0.9
"Year-on-year, adjusted EBITDA growth was 34%",0.7
"
Our drilling automation software offerings have made significant strides",0.1
"The high, margin-low capital intensity software business accounts for a significant portion of our NDS adjusted EBITDA",0.0
It contributes strongly to our cash flow,0.0
"You may find the depth and breadth of our downhole tool portfolio surprising, and it will continue to grow",0.7
"When we started NDS, we used our rigs to pull through incremental NDS activity",-0.8
"Today, our innovative NDS offerings are also helping us to improve our drilling rig market share",0.9
"
Third, our balanced global presence and diversified offerings have provided us with stability in our results",0.9
"As our competitors dropped off in the third and fourth quarters, Nabors continued to grow in the third quarter and sustained those levels in the final quarter of the year",-0.1
"
Our leading offshore rig position provides a meaningful contribution to our results",0.7
Our International NDS in Canada teams have offset the market weakness in the US,-1.0
"In short, we have a diversified set of quality market position, each of which has strong growth drivers",0.8
This combination is unique in the space,0.6
"
Finally, the hard work on our leverage and liquidity has started to show results",-0.9
Amendment to our credit facility in December removed the investor concerns about covenants,-0.1
"In January, we demonstrated our ability to tap capital markets with $1 billion in six- and eight-year notes at attractive rate",0.2
This was followed by the redemption of nearly $1 billion of senior notes with relatively nearer term maturities,-0.3
"
As a result, we increased our average debt duration to 4",-1.0
7 years and substantially alleviated the liquidity concerns of our investors,-0.2
"At the same time, we reduced our leverage",0.0
net debt decreased by $220 million in 2019,-0.7
"These improvements resulted from increased adjusted EBITDA over the prior year, as well as lower capex, interest expenses, and dividend",0.7
"

Looking forward, I'm excited with what the future has in store for Nabors",1.0
Our rig and services portfolio is stronger than ever,1.0
"We have made enormous progress in our strategy of fleet modernization, international strength, integration of drilling services into the rig, and automation of the drilling rig and the drilling process",-0.5
"
Several of our technologies already contribute meaningfully to our results",0.3
We are now commercializing a number of our automation initiatives,0.1
"In addition to continued penetration from our NDS mainstays, we expect our drilling automation software to start moving the needle in 2020",0.1
"And, with initial deployments in automated rig floors offshore and automated pipe handling on land, we still have gains ahead of us from the robotization of the rig",-0.7
"
That concludes my remarks this morning",0.0
Thank you for your time and attention,1.0
"With that, we will take your questions",0.0
"
Question-and-Answer Session
Operator
We will now begin the question-and-answer session",0.0
[Operator Instructions],0.0
And our first question comes from Waqar Syed of AltaCorp Capital,0.0
Please go ahead,0.1
"
Waqar Syed
Thank you for taking my call",1.0
"First of all, Denny, I want to join Tony and William in thanking you for your service to the industry and to your friendship for over the last 20 years",1.0
"You've really enlightened me, I've learned a lot from you, and I believe that a generation of sell-side analysts have learned from you about the industry",1.0
So thank you again,1.0
"Thank you for your service, and congratulations on your retirement, I hope you're able to take some rest now",1.0
Thank you,1.0
"
Denny Smith
Thank you, Waqar",1.0
"
Waqar Syed
My question, first of all, Tony, just a clarification, you mentioned that in your rig survey, your customers, half of them said that maybe activity could be flattish",-1.0
"Is it flattish to -- from current levels, is that what you said",0.0
"
Tony Petrello
From current levels, yes",0.0
"
Waqar Syed
Okay",0.1
I just wanted to clarify that,0.0
"Secondly, on the capex for 2020",0.0
"Could you provide some breakdown on how that would shake out between maintenance and growth and maybe the -- domestic versus international, and also what would be the -- how much of that would be within SANAD",0.6
"
Tony Petrello
Sure",0.1
"I think about -- roughly about $250 million or so range would be sustaining and the rest growth, and I'd say of the growth capital, most of it would be international, some in NDS and some in Rig Tech",-0.6
It does not assume a lot for SANAD,0.0
I'll let William speak to that,0.1
"
William Restrepo
Well, of the $250 million that Tony mentioned, really the sustaining capex, which is really ongoing is about $200 million and there is another $40 million or so that comes from renewals of international contracts which vary from year to year, how many of those renewals we have",0.3
But we are forecasting about $40 million for next year,0.0
"And SANAD -- it does have a big piece, which is a facility and which is about $40 million",0.0
"But outside that, we're still not deploying any of the new builds in Saudi Arabia",-0.3
So the levels there are not much higher than elsewhere,-0.2
"
Waqar Syed
And when do you expect to start investing into the new builds",0.1
"
William Restrepo
Well, it all depends on when NOV is ready, I mean we haven't really gotten a good fix on that, but I don't -- wouldn't expect to start investing in 2020 and no deployments be for the end of 2021, I don't believe at this point",0.7
"
Waqar Syed
Okay",0.1
"And then just one last question, what is the -- what was the cash in the balance sheet of SANAD at the end of the quarter",0.0
"
William Restrepo
It's somewhere around $270 million, $280 million somewhere in that range",0.0
"
Operator
Our next question comes from Chris Voie of Wells Fargo",0.0
Please go ahead,0.1
"
Chris Voie
Good morning",1.0
Thanks,1.0
"I just wanted to check, I think the commentary on NDS was that it should be a little bit lower in the first quarter",-0.1
Curious if you could give a little more color on that,0.0
"And then, at what point do you expect it to recover to 4Q level",0.0
"

Tony Petrello
Sure",0.1
"Well, about a third of NDS is -- it's focused on third-party rigs and therefore given what's happened with rig count, although we think the offering is gaining traction in the broader market, there is some churn going on and therefore it's going to, it will affect our growth in the -- in the first quarter",-1.0
"But for the year, we do believe we're going to keep going",0.0
I think there's a couple of bright spots here,0.0
"The first one is, the casing running portion of NDS, I think you probably not realized it at this point, but TRS has gained market share in both the Gulf of Mexico and it is now the second biggest international tubular operation going on and we have a strong emphasis on execution and I think our margins are actually best in class when measured against the public people available",0.2
"
So that's really been a good story",1.0
"As you know, back about a year ago, we had a pause on this because we were waiting to improve our value proposition with integration",0.9
We now have it,0.3
"We're moving more and more of our jobs to the integrated approach away from conventional and that's accounting for some of the margin gain you're seeing, even on the same job count, it's increasing margin",1.0
"So we think that story is going to continue, because the value of proposition with the customers is compelling",0.5
"On directional drilling, there the story is also kind of interesting, if you think about the marketplace in general, we actually believe that if you think about the drilling -- directional drilling services, I think it's in a -- in a seismic shift arena right now",0.2
"I think four or five years now, it's tough to look at anything like it is today",-1.0
I think what's going to happen is the use of what they should combined which is downhole -- who's going to -- sorry for the interruption,-1.0
"The use of the automation combined with the downhole, I think is making a different value proposition available to the operator",0.0
"
I think also that the historical stronghold that the big four had on directional drilling, both in the US and international is being challenged",0.0
"If you look at the US, for example, the Big four used to count maybe five years ago for 50% of the Lower 48 MWD market, now it's a -- It's down more than half of that number today",0.0
"And so, I think the kind of offering that we now have in place is an offering that has substantial growth opportunity",1.0
"So with all that, I think looking forward throughout the year, I think we're looking at fourth quarter to fourth quarter -- Q4 2019 versus Q4 2020 growth of about 20% or so",0.1
"
William Restrepo
In the 20%s
Tony Petrello
In the 20%s",0.0
"
Chris Voie
Okay, that's helpful",0.8
Thank you,1.0
And then my follow-up,0.0
"So granted your customer base is suggesting that the rig count might be flattish going forward, you guys have some of the best rigs",0.9
Do you expect market share gains and therefore some kind of upward momentum for the second quarter for the US land rig count,0.6
"
I'm just curious to what extent you have any visibility or your thoughts around that",0.0
"
Tony Petrello
I think what we're saying is, I guess right now in terms of this quarter we'll be about the current level or slightly higher, we do anticipate as we go through the year, our rig count will be higher",-1.0
We do expect that,0.0
Margin improvement will depend of course on the trajectory of any such path,0.1
"
But yes, we do expect that there will be an increase",0.0
"Just for your information today, when you look at our fleet in terms of basins, there is a wide disparity between oily basins and gas basins",-1.0
"In North Dakota, just to give you an idea, all 25 of our high-spec rigs are busy 100% utilization",-0.1
"In South Texas, 18 -- 17 of 18 rigs are busy",-0.3
Only -- we only have one of the rig stacked,-1.0
"And in West Texas of our rigs here, we only have one of our ex-rig stacked",-1.0
So that gives you an idea of the high utilization that we're enjoying,1.0
So we think we do have the premier rigs in the marketplace and we think the rigs that are stacked are going to find homes,-0.5
"

William Restrepo
So, I'll make a comment on that also",0.0
"I think part of what we're trying to do is to balance pricing against market share and in the gas basins, we have decided not to chase market share at any cost and preferred to start moving some equipment to other locations and even stacking some rigs",-0.5
"And by the way, we've also stacked, a lot of our legacy rigs",-0.7
Those are the ones that have suffered the brunt of our rig count drop,-1.0
The bigger companies should be stewards of pricing and we're trying to behave responsibly by trying to optimize how much of EBITDA we can squeeze out of the fleet rather than focusing on purely market share,-0.2
"
Operator
Our next question comes from Kurt Hallead of RBC",0.0
Please go ahead,0.1
"
Kurt Hallead
Well, good morning",1.0
"Denny, going to miss you, Denn",0.9
I wish you all the best,1.0
You've been a great partner for all this time,1.0
"So really, really appreciate everything you've done",1.0
Thank you,1.0
"
Denny Smith
Thank you",1.0
"
Kurt Hallead
Tony, I got a question for you",0.1
